Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
36,No,Travel Rarely,1157,Sales,Life Sciences,1556,Male,70,1,Sales Representative,Single,2644,17001,Yes,21,4,80,7,3,2
48,No,Travel Rarely,492,Sales,Life Sciences,1557,Female,96,2,Sales Executive,Divorced,6439,13693,No,14,3,80,18,8,7
29,No,Travel Rarely,598,Research & Development,Life Sciences,1558,Male,91,1,Research Scientist,Married,2451,22376,No,18,3,80,5,1,0
33,No,Travel Rarely,1242,Sales,Life Sciences,1560,Male,46,2,Sales Executive,Married,6392,10589,No,13,3,80,8,2,2
30,Yes,Travel Rarely,740,Sales,Life Sciences,1562,Male,64,2,Sales Executive,Married,9714,5323,No,11,3,80,10,10,8
38,No,Travel Frequently,888,Human Resources,Human Resources,1563,Male,71,2,Human Resources,Married,6077,14814,No,11,3,80,10,6,3
35,No,Travel Rarely,992,Research & Development,Medical,1564,Male,68,1,Laboratory Technician,Single,2450,21731,No,19,3,80,3,3,0
30,No,Travel Rarely,1288,Sales,Technical Degree,1568,Male,33,3,Sales Executive,Married,9250,17799,No,12,3,80,9,4,2
35,Yes,Travel Rarely,104,Research & Development,Life Sciences,1569,Female,69,1,Laboratory Technician,Divorced,2074,26619,Yes,12,3,80,1,1,0
53,Yes,Travel Rarely,607,Research & Development,Technical Degree,1572,Female,78,3,Manufacturing Director,Married,10169,14618,No,16,3,80,34,33,7
38,Yes,Travel Rarely,903,Research & Development,Medical,1573,Male,81,2,Manufacturing Director,Married,4855,7653,No,11,3,80,7,5,2
32,No,Non-Travel,1200,Research & Development,Technical Degree,1574,Male,62,2,Research Scientist,Married,4087,25174,No,14,3,80,9,6,5
48,No,Travel Rarely,1108,Research & Development,Other,1576,Female,65,1,Research Scientist,Married,2367,16530,No,12,3,80,10,8,2
34,No,Travel Rarely,479,Research & Development,Medical,1577,Male,35,1,Research Scientist,Single,2972,22061,No,13,3,80,1,1,0
55,No,Travel Rarely,685,Sales,Marketing,1578,Male,60,5,Manager,Married,19586,23037,No,21,4,80,36,36,6
34,No,Travel Rarely,1351,Research & Development,Life Sciences,1580,Male,45,2,Research Scientist,Married,5484,13008,No,17,3,80,9,2,2
26,No,Travel Rarely,474,Research & Development,Life Sciences,1581,Female,89,1,Research Scientist,Married,2061,11133,No,21,4,80,1,1,0
38,No,Travel Rarely,1245,Sales,Life Sciences,1582,Male,80,2,Sales Executive,Married,9924,12355,No,11,3,80,10,9,8
38,No,Travel Rarely,437,Sales,Life Sciences,1583,Female,90,2,Sales Executive,Single,4198,16379,No,12,3,80,8,3,2
36,No,Travel Rarely,884,Sales,Life Sciences,1585,Female,73,2,Sales Executive,Single,6815,21447,No,13,3,80,15,1,0
29,No,Travel Rarely,1370,Research & Development,Medical,1586,Male,87,1,Laboratory Technician,Single,4723,16213,Yes,18,3,80,10,10,9
35,No,Travel Rarely,670,Research & Development,Medical,1587,Female,51,2,Healthcare Representative,Single,6142,4223,Yes,16,3,80,10,5,2
39,No,Travel Rarely,1462,Sales,Medical,1588,Male,38,3,Sales Executive,Married,8237,4658,No,11,3,80,11,7,6
29,No,Travel Frequently,995,Research & Development,Life Sciences,1590,Male,87,2,Healthcare Representative,Divorced,8853,24483,No,19,3,80,6,6,4
50,No,Travel Rarely,264,Sales,Marketing,1591,Male,59,5,Manager,Married,19331,19519,Yes,16,3,80,27,1,0
23,No,Travel Rarely,977,Research & Development,Technical Degree,1592,Male,45,1,Research Scientist,Married,2073,12826,No,16,3,80,4,2,2
36,No,Travel Frequently,1302,Research & Development,Life Sciences,1594,Male,80,2,Laboratory Technician,Married,5562,19711,Yes,13,3,80,9,3,2
42,No,Travel Rarely,1059,Research & Development,Other,1595,Male,93,5,Manager,Single,19613,26362,No,22,4,80,24,1,0
35,No,Travel Rarely,750,Research & Development,Life Sciences,1596,Male,46,2,Laboratory Technician,Married,3407,25348,No,17,3,80,10,10,9
34,No,Travel Frequently,653,Research & Development,Technical Degree,1597,Male,92,2,Healthcare Representative,Married,5063,15332,No,14,3,80,8,8,2
40,No,Travel Rarely,118,Sales,Life Sciences,1598,Female,84,2,Sales Executive,Married,4639,11262,No,15,3,80,5,5,4
43,No,Travel Rarely,990,Research & Development,Technical Degree,1599,Male,87,1,Laboratory Technician,Divorced,4876,5855,No,12,3,80,8,6,4
35,No,Travel Rarely,1349,Research & Development,Life Sciences,1601,Male,63,1,Laboratory Technician,Married,2690,7713,No,18,3,80,1,1,0
46,No,Travel Rarely,563,Sales,Life Sciences,1602,Male,56,4,Manager,Single,17567,3156,No,15,3,80,27,26,0
28,Yes,Travel Rarely,329,Research & Development,Medical,1604,Male,51,1,Laboratory Technician,Married,2408,7324,Yes,17,3,80,1,1,1
22,No,Non-Travel,457,Research & Development,Other,1605,Female,85,1,Research Scientist,Married,2814,10293,Yes,14,3,80,4,4,2
50,No,Travel Frequently,1234,Research & Development,Medical,1606,Male,41,4,Healthcare Representative,Married,11245,20689,Yes,15,3,80,32,30,8
32,No,Travel Rarely,634,Research & Development,Other,1607,Female,35,1,Research Scientist,Married,3312,18783,No,17,3,80,6,3,2
44,No,Travel Rarely,1313,Research & Development,Medical,1608,Female,31,5,Research Director,Divorced,19049,3549,Yes,14,3,80,23,22,7
30,No,Travel Rarely,241,Research & Development,Medical,1609,Male,48,1,Research Scientist,Married,2141,5348,No,12,3,80,6,6,4
45,No,Travel Rarely,1015,Research & Development,Medical,1611,Female,50,2,Laboratory Technician,Single,5769,23447,Yes,14,3,80,10,10,7
45,No,Non-Travel,336,Sales,Marketing,1612,Male,52,2,Sales Executive,Married,4385,24162,No,15,3,80,10,10,7
31,No,Travel Frequently,715,Sales,Other,1613,Male,54,2,Sales Executive,Single,5332,21602,No,13,3,80,10,5,2
36,No,Travel Rarely,559,Research & Development,Life Sciences,1614,Female,76,2,Manufacturing Director,Married,4663,12421,Yes,12,3,80,7,3,2
34,No,Travel Frequently,426,Research & Development,Life Sciences,1615,Male,42,2,Manufacturing Director,Divorced,4724,17000,No,13,3,80,9,9,7
49,No,Travel Rarely,722,Research & Development,Life Sciences,1617,Female,84,1,Laboratory Technician,Married,3211,22102,No,14,3,80,10,9,6
39,No,Travel Rarely,1387,Research & Development,Medical,1618,Male,76,2,Manufacturing Director,Married,5377,3835,No,13,3,80,10,7,7
27,No,Travel Rarely,1302,Research & Development,Other,1619,Male,67,1,Laboratory Technician,Divorced,4066,16290,No,11,3,80,7,7,7
35,No,Travel Rarely,819,Research & Development,Life Sciences,1621,Male,48,2,Research Scientist,Married,5208,26312,No,11,3,80,16,16,15
28,No,Travel Rarely,580,Research & Development,Medical,1622,Female,39,2,Manufacturing Director,Divorced,4877,20460,No,21,4,80,6,5,3
21,No,Travel Rarely,546,Research & Development,Medical,1623,Male,97,1,Research Scientist,Single,3117,26009,No,18,3,80,3,2,2
18,Yes,Travel Frequently,544,Sales,Medical,1624,Female,70,1,Sales Representative,Single,1569,18420,Yes,12,3,80,0,0,0
47,No,Travel Rarely,1176,Human Resources,Life Sciences,1625,Female,98,5,Manager,Married,19658,5220,No,11,3,80,27,5,2
39,No,Travel Rarely,170,Research & Development,Medical,1627,Male,76,2,Laboratory Technician,Divorced,3069,10302,No,15,3,80,11,10,8
40,No,Travel Rarely,884,Research & Development,Life Sciences,1628,Female,80,3,Manufacturing Director,Married,10435,25800,No,13,3,80,18,18,15
35,No,Non-Travel,208,Research & Development,Life Sciences,1630,Female,52,2,Healthcare Representative,Married,4148,12250,No,12,3,80,15,14,11
37,No,Travel Rarely,671,Research & Development,Life Sciences,1631,Male,85,2,Manufacturing Director,Married,5768,26493,No,17,3,80,9,4,3
39,No,Travel Frequently,711,Research & Development,Medical,1633,Female,81,2,Manufacturing Director,Single,5042,3140,No,13,3,80,10,9,2
45,No,Travel Rarely,1329,Research & Development,Other,1635,Female,59,2,Manufacturing Director,Divorced,5770,5388,No,19,3,80,10,10,7
38,No,Travel Rarely,397,Research & Development,Medical,1638,Female,54,3,Manufacturing Director,Married,7756,14199,Yes,19,3,80,10,5,4
35,Yes,Travel Rarely,737,Sales,Medical,1639,Male,55,3,Sales Executive,Married,10306,21530,No,17,3,80,15,13,12
37,No,Travel Rarely,1470,Research & Development,Medical,1640,Female,71,1,Research Scientist,Married,3936,9953,No,11,3,80,8,8,4
40,No,Travel Rarely,448,Research & Development,Life Sciences,1641,Female,84,3,Manufacturing Director,Single,7945,19948,Yes,15,3,80,18,4,2
44,No,Travel Frequently,602,Human Resources,Human Resources,1642,Male,37,2,Human Resources,Married,5743,10503,Yes,11,3,80,14,10,7
48,No,Travel Frequently,365,Research & Development,Medical,1644,Male,89,4,Manager,Married,15202,5602,No,25,4,80,23,2,2
35,Yes,Travel Rarely,763,Sales,Medical,1645,Male,59,2,Sales Executive,Divorced,5440,22098,Yes,14,3,80,7,2,2
24,No,Travel Frequently,567,Research & Development,Technical Degree,1646,Female,32,1,Research Scientist,Single,3760,17218,Yes,13,3,80,6,6,3
27,No,Travel Rarely,486,Research & Development,Medical,1647,Female,86,1,Research Scientist,Married,3517,22490,No,17,3,80,5,3,2
27,No,Travel Frequently,591,Research & Development,Medical,1648,Male,87,1,Research Scientist,Single,2580,6297,No,13,3,80,6,4,2
40,Yes,Travel Rarely,1329,Research & Development,Life Sciences,1649,Male,73,1,Laboratory Technician,Single,2166,3339,Yes,14,3,80,10,4,2
29,No,Travel Rarely,469,Sales,Medical,1650,Male,42,2,Sales Executive,Single,5869,23413,No,11,3,80,8,5,2
36,No,Travel Rarely,711,Research & Development,Life Sciences,1651,Female,42,3,Healthcare Representative,Married,8008,22792,No,12,3,80,9,3,2
25,No,Travel Frequently,772,Research & Development,Life Sciences,1653,Male,77,2,Manufacturing Director,Divorced,5206,4973,No,17,3,80,7,7,7
39,No,Travel Rarely,492,Research & Development,Medical,1654,Male,66,2,Manufacturing Director,Married,5295,7693,No,21,4,80,7,5,4
49,No,Travel Rarely,301,Research & Development,Other,1655,Female,72,4,Research Director,Married,16413,3498,No,16,3,80,27,4,2
50,No,Travel Rarely,813,Research & Development,Life Sciences,1656,Female,50,3,Research Director,Divorced,13269,21981,No,15,3,80,19,14,11
20,No,Travel Rarely,1141,Sales,Medical,1657,Female,31,1,Sales Representative,Single,2783,13251,No,19,3,80,2,2,2
34,No,Travel Rarely,1130,Research & Development,Life Sciences,1658,Female,66,2,Research Scientist,Divorced,5433,19332,No,12,3,80,11,11,8
36,No,Travel Rarely,311,Research & Development,Life Sciences,1659,Male,77,1,Laboratory Technician,Single,2013,10950,No,11,3,80,15,4,3
49,No,Travel Rarely,465,Research & Development,Life Sciences,1661,Female,41,4,Healthcare Representative,Married,13966,11652,Yes,19,3,80,30,15,11
36,No,Non-Travel,894,Research & Development,Medical,1662,Female,33,2,Manufacturing Director,Married,4374,15411,No,15,3,80,4,3,2
36,No,Travel Rarely,1040,Research & Development,Life Sciences,1664,Male,79,2,Healthcare Representative,Divorced,6842,26308,No,20,4,80,13,5,4
54,No,Travel Rarely,584,Research & Development,Medical,1665,Female,91,4,Manager,Married,17426,18685,No,25,4,80,36,10,8
43,No,Travel Rarely,1291,Research & Development,Life Sciences,1666,Male,65,4,Research Director,Married,17603,3525,No,24,4,80,14,14,10
35,Yes,Travel Frequently,880,Sales,Other,1667,Male,36,2,Sales Executive,Single,4581,10414,Yes,24,4,80,13,11,9
38,No,Travel Frequently,1189,Research & Development,Life Sciences,1668,Male,90,2,Research Scientist,Married,4735,9867,No,15,3,80,19,13,11
29,No,Travel Rarely,991,Sales,Medical,1669,Male,43,2,Sales Executive,Divorced,4187,3356,Yes,13,3,80,10,10,0
33,No,Travel Rarely,392,Sales,Medical,1670,Male,93,2,Sales Executive,Divorced,5505,3921,No,14,3,80,6,6,2
32,No,Travel Rarely,977,Research & Development,Medical,1671,Male,45,2,Research Scientist,Divorced,5470,25518,No,13,3,80,10,9,5
31,No,Travel Rarely,1112,Sales,Life Sciences,1673,Female,67,2,Sales Executive,Married,5476,22589,No,11,3,80,10,10,0
49,No,Travel Rarely,464,Research & Development,Medical,1674,Female,74,1,Laboratory Technician,Divorced,2587,24941,Yes,16,3,80,17,2,2
38,No,Travel Frequently,148,Research & Development,Medical,1675,Female,42,1,Laboratory Technician,Single,2440,23826,No,22,4,80,4,4,3
47,No,Travel Rarely,1225,Sales,Life Sciences,1676,Female,47,4,Manager,Divorced,15972,21086,No,14,3,80,29,3,2
49,No,Travel Rarely,809,Research & Development,Life Sciences,1677,Male,36,4,Manager,Single,15379,22384,No,14,3,80,23,8,7
41,No,Travel Rarely,1206,Sales,Life Sciences,1678,Male,80,3,Sales Executive,Single,7082,11591,Yes,16,3,80,21,2,0
20,No,Travel Rarely,727,Sales,Life Sciences,1680,Male,54,1,Sales Representative,Single,2728,21082,No,11,3,80,2,2,2
33,No,Non-Travel,530,Sales,Life Sciences,1681,Female,36,2,Sales Executive,Divorced,5368,16130,Yes,25,4,80,7,6,5
36,No,Travel Rarely,1351,Research & Development,Life Sciences,1682,Male,80,2,Healthcare Representative,Married,5347,7419,No,14,3,80,10,3,2
44,No,Travel Rarely,528,Human Resources,Life Sciences,1683,Female,44,1,Human Resources,Divorced,3195,4167,Yes,18,3,80,8,2,2
23,Yes,Travel Rarely,1320,Research & Development,Medical,1684,Male,93,1,Laboratory Technician,Single,3989,20586,Yes,11,3,80,5,5,4
38,No,Travel Rarely,1495,Research & Development,Medical,1687,Female,87,1,Laboratory Technician,Married,3306,26176,No,19,3,80,7,0,0
53,No,Travel Rarely,1395,Research & Development,Medical,1689,Male,48,3,Healthcare Representative,Married,7005,3458,No,15,3,80,11,4,3
48,Yes,Travel Frequently,708,Sales,Medical,1691,Female,95,1,Sales Representative,Married,2655,11740,Yes,11,3,80,19,9,7
32,Yes,Travel Rarely,1259,Research & Development,Life Sciences,1692,Male,95,1,Laboratory Technician,Single,1393,24852,No,12,3,80,1,1,0
26,No,Non-Travel,786,Research & Development,Medical,1693,Male,76,1,Laboratory Technician,Single,2570,11925,No,20,4,80,7,7,7
55,No,Travel Rarely,1441,Research & Development,Technical Degree,1694,Male,94,1,Research Scientist,Divorced,3537,23737,No,12,3,80,8,4,2
34,No,Travel Rarely,1157,Research & Development,Medical,1696,Male,57,2,Laboratory Technician,Married,3986,11912,No,14,3,80,15,15,10
60,No,Travel Rarely,370,Research & Development,Medical,1697,Male,92,3,Healthcare Representative,Divorced,10883,20467,No,20,4,80,19,1,0
33,No,Travel Rarely,267,Research & Development,Medical,1698,Male,79,1,Laboratory Technician,Married,2028,13637,No,18,3,80,14,14,11
37,No,Travel Frequently,1278,Sales,Medical,1700,Male,31,2,Sales Executive,Divorced,9525,7677,No,14,3,80,6,6,3
34,No,Travel Rarely,678,Research & Development,Life Sciences,1701,Female,35,1,Research Scientist,Married,2929,20338,No,12,3,80,10,10,9
23,Yes,Travel Rarely,427,Sales,Life Sciences,1702,Male,99,1,Sales Representative,Divorced,2275,25103,Yes,21,4,80,3,3,2
44,No,Travel Rarely,921,Research & Development,Life Sciences,1703,Female,96,3,Healthcare Representative,Married,7879,14810,Yes,19,3,80,9,8,7
35,No,Travel Frequently,146,Research & Development,Medical,1704,Male,79,1,Research Scientist,Single,4930,13970,Yes,14,3,80,6,5,4
43,No,Travel Rarely,1179,Sales,Medical,1706,Male,73,2,Sales Executive,Married,7847,6069,Yes,17,3,80,10,10,9
24,No,Travel Rarely,581,Research & Development,Medical,1707,Male,62,1,Research Scientist,Married,4401,17616,No,16,3,80,5,5,3
41,No,Travel Rarely,918,Sales,Marketing,1708,Male,35,3,Sales Executive,Single,9241,15869,No,12,3,80,10,10,8
29,No,Travel Rarely,1082,Research & Development,Medical,1709,Female,43,1,Laboratory Technician,Married,2974,25412,No,17,3,80,9,5,3
36,No,Travel Rarely,530,Sales,Life Sciences,1710,Female,51,2,Sales Representative,Single,4502,7439,No,15,3,80,17,13,7
45,No,Non-Travel,1238,Research & Development,Life Sciences,1712,Male,74,3,Healthcare Representative,Married,10748,3395,No,23,4,80,25,23,15
24,Yes,Travel Rarely,240,Human Resources,Human Resources,1714,Male,58,1,Human Resources,Married,1555,11585,No,11,3,80,1,1,0
47,Yes,Travel Frequently,1093,Sales,Life Sciences,1716,Male,82,4,Sales Executive,Married,12936,24164,No,11,3,80,25,23,5
26,No,Travel Rarely,390,Research & Development,Medical,1718,Male,62,1,Laboratory Technician,Married,2305,6217,No,15,3,80,3,3,2
45,No,Travel Rarely,1005,Research & Development,Technical Degree,1719,Female,48,4,Research Director,Single,16704,17119,No,11,3,80,21,21,6
32,No,Travel Frequently,585,Research & Development,Life Sciences,1720,Male,56,1,Research Scientist,Married,3433,17360,No,13,3,80,10,5,2
31,No,Travel Rarely,741,Research & Development,Life Sciences,1721,Male,69,1,Laboratory Technician,Married,3477,18103,No,14,3,80,6,5,2
41,No,Non-Travel,552,Human Resources,Human Resources,1722,Male,60,2,Human Resources,Married,6430,20794,No,19,3,80,10,3,2
40,No,Travel Rarely,369,Research & Development,Life Sciences,1724,Female,92,2,Manufacturing Director,Married,6516,5041,Yes,16,3,80,18,1,0
24,No,Travel Rarely,506,Research & Development,Medical,1725,Male,91,1,Laboratory Technician,Divorced,3907,3622,No,13,3,80,6,6,2
46,No,Travel Rarely,717,Research & Development,Life Sciences,1727,Male,34,2,Healthcare Representative,Single,5562,9697,No,14,3,80,19,10,7
35,No,Travel Rarely,1370,Research & Development,Life Sciences,1728,Male,49,2,Manufacturing Director,Married,6883,5151,No,16,3,80,17,7,7
30,No,Travel Rarely,793,Research & Development,Life Sciences,1729,Male,33,1,Research Scientist,Married,2862,3811,No,12,3,80,10,10,0
47,No,Non-Travel,543,Sales,Marketing,1731,Male,87,2,Sales Executive,Married,4978,3536,No,11,3,80,4,1,0
46,No,Travel Rarely,1277,Sales,Life Sciences,1732,Male,74,3,Sales Executive,Divorced,10368,5596,Yes,12,3,80,13,10,6
36,Yes,Travel Rarely,1456,Sales,Marketing,1733,Male,96,2,Sales Executive,Divorced,6134,8658,Yes,13,3,80,16,2,2
32,Yes,Travel Rarely,964,Sales,Life Sciences,1734,Male,34,2,Sales Executive,Single,6735,12147,No,15,3,80,10,0,0
23,No,Travel Rarely,160,Research & Development,Medical,1735,Female,51,1,Laboratory Technician,Single,3295,12862,No,13,3,80,3,3,2
31,No,Travel Frequently,163,Research & Development,Technical Degree,1736,Female,30,2,Manufacturing Director,Single,5238,6670,No,20,4,80,9,5,4
39,No,Non-Travel,792,Research & Development,Life Sciences,1737,Male,77,2,Laboratory Technician,Married,6472,8989,Yes,15,3,80,9,9,8
32,No,Travel Rarely,371,Sales,Life Sciences,1739,Male,80,3,Sales Executive,Married,9610,3840,No,13,3,80,10,4,3
40,No,Travel Rarely,611,Sales,Medical,1740,Male,88,5,Manager,Single,19833,4349,No,14,3,80,21,21,8
45,No,Travel Rarely,176,Human Resources,Life Sciences,1744,Female,56,3,Human Resources,Married,9756,6595,No,21,4,80,9,5,0
30,No,Travel Frequently,1312,Research & Development,Technical Degree,1745,Female,78,1,Research Scientist,Single,4968,26427,No,16,3,80,10,9,7
24,No,Travel Frequently,897,Human Resources,Medical,1746,Male,59,1,Human Resources,Married,2145,2097,No,14,3,80,3,2,2
30,Yes,Travel Frequently,600,Human Resources,Human Resources,1747,Female,66,1,Human Resources,Divorced,2180,9732,No,11,3,80,6,4,2
31,No,Travel Rarely,1003,Sales,Technical Degree,1749,Male,51,2,Sales Executive,Married,8346,20943,No,19,3,80,6,5,2
27,No,Travel Rarely,1054,Research & Development,Medical,1751,Female,67,1,Research Scientist,Single,3445,6152,No,11,3,80,6,6,2
29,Yes,Travel Rarely,428,Sales,Marketing,1752,Female,52,1,Sales Representative,Single,2760,14630,No,13,3,80,2,2,2
29,No,Travel Frequently,461,Research & Development,Life Sciences,1753,Male,70,2,Healthcare Representative,Single,6294,23060,Yes,12,3,80,10,3,2
30,No,Travel Rarely,979,Sales,Marketing,1754,Male,94,3,Sales Executive,Divorced,7140,3088,No,11,3,80,12,7,7
34,No,Travel Rarely,181,Research & Development,Medical,1755,Male,97,1,Research Scientist,Married,2932,5586,Yes,14,3,80,6,5,0
33,No,Non-Travel,1283,Sales,Marketing,1756,Female,62,2,Sales Executive,Single,5147,10697,No,15,3,80,13,11,7
49,No,Travel Rarely,1313,Sales,Marketing,1757,Female,80,2,Sales Executive,Single,4507,8191,No,12,3,80,8,5,1
33,Yes,Travel Rarely,211,Sales,Life Sciences,1758,Female,74,3,Sales Executive,Single,8564,10092,Yes,20,4,80,11,0,0
38,No,Travel Frequently,594,Research & Development,Medical,1760,Female,75,1,Laboratory Technician,Married,2468,15963,No,14,3,80,9,6,1
31,Yes,Travel Rarely,1079,Sales,Marketing,1761,Male,70,3,Sales Executive,Married,8161,19002,No,13,3,80,10,1,0
29,No,Travel Rarely,590,Research & Development,Technical Degree,1762,Female,91,1,Research Scientist,Divorced,2109,10007,No,13,3,80,1,1,0
30,No,Travel Rarely,305,Research & Development,Life Sciences,1763,Male,58,2,Healthcare Representative,Married,5294,9128,No,16,3,80,10,7,0
32,No,Non-Travel,953,Research & Development,Technical Degree,1764,Male,65,1,Research Scientist,Single,2718,17674,No,14,3,80,12,7,7
38,No,Travel Rarely,833,Research & Development,Medical,1766,Male,60,2,Healthcare Representative,Married,5811,24539,Yes,16,3,80,15,1,0
43,Yes,Travel Frequently,807,Research & Development,Technical Degree,1767,Male,38,1,Research Scientist,Married,2437,15587,Yes,16,3,80,6,1,0
42,No,Travel Rarely,855,Research & Development,Medical,1768,Male,57,1,Laboratory Technician,Divorced,2766,8952,No,22,4,80,7,5,3
55,No,Travel Rarely,478,Research & Development,Medical,1770,Male,60,5,Research Director,Married,19038,19805,No,12,3,80,34,1,0
33,No,Non-Travel,775,Research & Development,Technical Degree,1771,Male,90,2,Research Scientist,Divorced,3055,6194,No,15,3,80,11,9,8
41,No,Travel Rarely,548,Research & Development,Life Sciences,1772,Male,94,1,Laboratory Technician,Divorced,2289,20520,No,20,4,80,5,5,3
34,No,Non-Travel,1375,Sales,Life Sciences,1774,Male,87,2,Sales Executive,Divorced,4001,12313,Yes,14,3,80,15,15,14
53,No,Non-Travel,661,Research & Development,Medical,1775,Female,60,4,Manufacturing Director,Married,12965,22308,Yes,20,4,80,27,3,2
43,No,Travel Rarely,244,Human Resources,Life Sciences,1778,Male,97,1,Human Resources,Single,3539,5033,No,13,3,80,10,9,7
34,No,Travel Rarely,511,Sales,Life Sciences,1779,Female,32,2,Sales Executive,Single,6029,25353,No,12,3,80,6,2,2
21,Yes,Travel Rarely,337,Sales,Marketing,1780,Male,31,1,Sales Representative,Single,2679,4567,No,13,3,80,1,1,0
38,No,Travel Rarely,1153,Research & Development,Other,1782,Female,40,1,Laboratory Technician,Married,3702,16376,No,11,3,80,5,5,4
22,Yes,Travel Rarely,1294,Research & Development,Medical,1783,Female,79,1,Laboratory Technician,Married,2398,15999,Yes,17,3,80,1,1,0
31,No,Travel Rarely,196,Sales,Marketing,1784,Female,91,2,Sales Executive,Married,5468,13402,No,14,3,80,13,12,7
51,No,Travel Rarely,942,Research & Development,Technical Degree,1786,Female,53,3,Manager,Married,13116,22984,No,11,3,80,15,2,2
37,No,Travel Rarely,589,Sales,Marketing,1787,Male,46,2,Sales Executive,Married,4189,8800,No,14,3,80,5,5,2
46,No,Travel Rarely,734,Research & Development,Medical,1789,Male,46,5,Research Director,Divorced,19328,14218,Yes,17,3,80,24,2,1
36,No,Travel Rarely,1383,Research & Development,Life Sciences,1790,Male,90,3,Healthcare Representative,Married,8321,25949,Yes,13,3,80,15,12,8
44,Yes,Travel Frequently,429,Research & Development,Medical,1792,Male,99,1,Research Scientist,Divorced,2342,11092,Yes,12,3,80,6,5,3
37,No,Travel Rarely,1239,Human Resources,Other,1794,Male,89,2,Human Resources,Divorced,4071,12832,No,13,3,80,19,10,0
35,Yes,Travel Rarely,303,Sales,Life Sciences,1797,Male,84,2,Sales Executive,Single,5813,13492,Yes,18,3,80,10,10,7
33,No,Travel Rarely,867,Research & Development,Life Sciences,1798,Male,90,1,Research Scientist,Married,3143,6076,No,19,3,80,14,10,8
28,No,Travel Rarely,1181,Research & Development,Life Sciences,1799,Male,82,1,Research Scientist,Married,2044,5531,No,11,3,80,5,5,3
39,No,Travel Rarely,1253,Research & Development,Medical,1800,Male,65,3,Research Director,Single,13464,7914,No,21,4,80,9,4,3
46,No,Non-Travel,849,Sales,Life Sciences,1801,Male,98,2,Sales Executive,Single,7991,25166,No,15,3,80,6,2,2
40,No,Travel Rarely,616,Research & Development,Life Sciences,1802,Female,99,1,Laboratory Technician,Married,3377,25605,No,17,3,80,7,4,3
42,No,Travel Rarely,1128,Research & Development,Medical,1803,Male,95,2,Healthcare Representative,Married,5538,5696,No,18,3,80,10,0,0
35,No,Non-Travel,1180,Research & Development,Medical,1804,Male,90,2,Manufacturing Director,Divorced,5762,24442,No,14,3,80,15,7,7
38,No,Non-Travel,1336,Human Resources,Human Resources,1805,Male,100,1,Human Resources,Divorced,2592,7129,No,13,3,80,13,11,10
34,Yes,Travel Frequently,234,Research & Development,Life Sciences,1807,Male,93,2,Laboratory Technician,Married,5346,6208,No,17,3,80,11,7,1
37,Yes,Travel Rarely,370,Research & Development,Medical,1809,Male,58,2,Manufacturing Director,Single,4213,4992,No,15,3,80,10,10,3
39,No,Travel Frequently,766,Sales,Life Sciences,1812,Male,83,2,Sales Executive,Divorced,4127,19188,No,18,3,80,7,2,1
43,No,Non-Travel,343,Research & Development,Life Sciences,1813,Male,52,1,Research Scientist,Single,2438,24978,No,13,3,80,7,3,2
41,No,Travel Rarely,447,Research & Development,Life Sciences,1814,Male,85,2,Healthcare Representative,Single,6870,15530,No,12,3,80,11,3,2
41,No,Travel Rarely,796,Sales,Marketing,1815,Female,81,3,Sales Executive,Divorced,10447,26458,Yes,13,3,80,23,22,14
30,No,Travel Rarely,1092,Research & Development,Medical,1816,Female,64,3,Manufacturing Director,Single,9667,2739,No,14,3,80,9,7,7
26,Yes,Travel Rarely,920,Human Resources,Medical,1818,Female,69,1,Human Resources,Married,2148,6889,Yes,11,3,80,6,5,1
46,Yes,Travel Rarely,261,Research & Development,Medical,1821,Female,66,2,Healthcare Representative,Married,8926,10842,No,22,4,80,13,9,7
40,No,Travel Rarely,1194,Research & Development,Life Sciences,1822,Female,52,2,Healthcare Representative,Divorced,6513,9060,No,17,3,80,12,5,3
34,No,Travel Rarely,810,Sales,Technical Degree,1823,Male,92,2,Sales Executive,Married,6799,22128,No,21,4,80,10,10,8
58,No,Non-Travel,350,Sales,Medical,1824,Male,52,4,Manager,Divorced,16291,22577,No,22,4,80,37,16,9
35,No,Travel Rarely,185,Research & Development,Medical,1826,Male,91,1,Laboratory Technician,Married,2705,9696,No,16,3,80,6,5,4
47,No,Travel Rarely,1001,Research & Development,Life Sciences,1827,Female,92,3,Manufacturing Director,Divorced,10333,19271,Yes,12,3,80,28,22,11
40,No,Travel Rarely,750,Research & Development,Life Sciences,1829,Female,47,2,Healthcare Representative,Divorced,4448,10748,No,12,3,80,15,7,4
54,No,Travel Rarely,431,Research & Development,Medical,1830,Female,68,2,Research Scientist,Married,6854,15696,No,15,3,80,14,7,1
31,No,Travel Frequently,1125,Sales,Marketing,1833,Female,68,3,Sales Executive,Married,9637,8277,No,14,3,80,9,3,2
28,No,Travel Rarely,1217,Research & Development,Medical,1834,Female,67,1,Research Scientist,Married,3591,12719,No,25,4,80,3,3,2
38,No,Travel Rarely,723,Sales,Marketing,1835,Female,77,2,Sales Representative,Married,5405,4244,Yes,20,4,80,20,4,2
